gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
DERL1	DERL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.2687485363178334	0.24545942864749365	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.24545942864749365
GGT7	GGT7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.573578190906407	0.2453537418739785	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.2453537418739785
PDE4DIP	PDE4DIP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.968727817213842	0.2443682755628786	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2443682755628786
HSPA4L	HSPA4L	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.344735597745352	0.24422322543079283	5	2	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.24422322543079283
B3GAT1	B3GAT1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5576068186471914	0.24403961892636983	5	2	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.24403961892636983
MAPRE3	MAPRE3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4533022598395444	0.2432693033459834	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.2432693033459834
RAB12	RAB12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.38771464130738087	0.24265747612354835	5	2	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.24265747612354835
DPYSL5	DPYSL5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.24236163908645414	0.34194550681218655	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.24236163908645414
GMFB	GMFB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3783144639491509	0.24216626794629048	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.24216626794629048
GCC2	GCC2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5176552372025292	0.2413712963170734	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2413712963170734
PAN3	PAN3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6323715104771006	0.24074433221243796	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.24074433221243796
ULK2	ULK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3759715633745137	0.24063292964554822	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.24063292964554822
ARID1B	ARID1B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9553468400661352	0.24031531459333083	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.24031531459333083
CLPTM1	CLPTM1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.23916720109007833	0.3213137155062553	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23916720109007833
PRDX1	PRDX1	genomewide_same_symbol_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.6666666666666666	0.33333333333333337	0.04130279887374222	0.23876380339965123	0.8000691167100447	5	3	0.4426120329741008	0.14268666847588482	True	False	0.6666666666666666	0.23876380339965123
ZMYM4	ZMYM4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5860990290765136	0.23856355446126298	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23856355446126298
SKI	SKI	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.35003378842717736	0.23847449241819546	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23847449241819546
GPCPD1	GPCPD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3358050742499181	0.23813023755666657	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23813023755666657
SLC25A23	SLC25A23	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4966346603842138	0.23799827806162527	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.23799827806162527
SLC25A36	SLC25A36	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.44324547160425926	0.23754572613033098	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23754572613033098
GPRASP1	GPRASP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4221685200985652	0.2372515870949043	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.2372515870949043
MAPK10	MAPK10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9562216316292403	0.2371495733650002	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2371495733650002
SRRM3	SRRM3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6408081359634155	0.2369587036076502	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2369587036076502
TRIM33	TRIM33	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5785502060558202	0.23664535024726707	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.23664535024726707
GDE1	GDE1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.2365363313089106	0.30543865955580896	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2365363313089106
CCDC47	CCDC47	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.23611818391874456	0.3927658914625015	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23611818391874456
FLOT1	FLOT1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.27375981661785587	0.23605532457346673	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23605532457346673
TMEM33	TMEM33	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.23528927336805874	0.27933997160509605	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.23528927336805874
GRIK5	GRIK5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5071832247267685	0.23503316954815234	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.23503316954815234
XIAP	XIAP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.3709026240033705	0.23490295739123335	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.23490295739123335
INO80D	INO80D	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.44867419459422564	0.23420595410206024	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23420595410206024
SERTAD2	SERTAD2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3233890666928172	0.23420201704265892	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23420201704265892
SLC25A46	SLC25A46	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5417476698239819	0.23413962783507097	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23413962783507097
LARP1	LARP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5872297112825062	0.23396633467221023	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23396633467221023
HELZ	HELZ	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.45431945771619686	0.23386091818704224	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23386091818704224
EIF4G1	EIF4G1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.23368956408673644	0.5239068023230412	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23368956408673644
SERP2	SERP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.31499692490673065	0.23341488507866465	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.23341488507866465
NCOA7	NCOA7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5702095846699884	0.23279815655990915	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.23279815655990915
TRAK1	TRAK1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3713145654512712	0.23274392830543916	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23274392830543916
SACS	SACS	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5003952801856528	0.23273030445825704	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.23273030445825704
BTBD3	BTBD3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7668790369221037	0.23212165712644028	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.23212165712644028
SLC25A12	SLC25A12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6842231814634028	0.2319389711880129	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2319389711880129
RIMKLB	RIMKLB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.41570114667940755	0.2316930781928963	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2316930781928963
ZC3H7B	ZC3H7B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2571449138160449	0.2311672151282123	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2311672151282123
TRRAP	TRRAP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5888517972731193	0.23110051834731515	5	2	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.23110051834731515
LRRC49	LRRC49	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5357910722817556	0.23085298863117054	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23085298863117054
TMX3	TMX3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.42534099226398026	0.23051175765321677	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.23051175765321677
CDC42BPA	CDC42BPA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.924340405139259	0.22943922540045802	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.22943922540045802
NME7	NME7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6018535389508207	0.2292580753118319	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2292580753118319
FXR2	FXR2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.22920305353547732	0.2345556262864782	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.22920305353547732
ARMCX3	ARMCX3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2291081283377986	0.35339289388286654	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2291081283377986
WDR47	WDR47	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.41251930353837263	0.22878989080270523	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22878989080270523
MED13	MED13	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6160554740290765	0.22838349580438932	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22838349580438932
RNF14	RNF14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.22826951024109104	0.3034162251842914	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22826951024109104
TM9SF4	TM9SF4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.30752399437111855	0.2280915180598787	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2280915180598787
UBR4	UBR4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.45521544629072275	0.22804183108780274	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22804183108780274
AP3D1	AP3D1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3170823233331773	0.22796483792480968	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22796483792480968
SESTD1	SESTD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5327345444592493	0.22704378232646616	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22704378232646616
ATP2C1	ATP2C1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.725275308558108	0.22621757123669273	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22621757123669273
MICU3	MICU3	genomewide_same_symbol_gene	3	4	1.0	0.5	0.5	0.020793170616093072	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7729141475211608	0.22567004496021592	4	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22567004496021592
MARF1	MARF1	genomewide_same_symbol_gene	3	4	1.0	0.5	0.5	0.020793170616093072	5	10	0.6666666666666666	0.5	0.16666666666666663	0.279856900439653	0.2255669683718092	0.23919308357348704	4	2	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2255669683718092
ATP13A2	ATP13A2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.3065458898330614	0.22492996289151646	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22492996289151646
DAPK1	DAPK1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9204589985933913	0.22481488974452238	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.22481488974452238
CLOCK	CLOCK	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4500908641048393	0.22421593423795677	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.22421593423795677
GLRB	GLRB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6093271892399174	0.22420337892780856	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22420337892780856
PCMTD2	PCMTD2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.31500060667162855	0.22414343484159688	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.22414343484159688
CASD1	CASD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5164617028053661	0.22345736671021357	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.22345736671021357
VKORC1L1	VKORC1L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.373171114599686	0.22328149860181928	4	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22328149860181928
GBF1	GBF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.49001881270903014	0.22293876534819884	5	2	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22293876534819884
PPP1R1A	PPP1R1A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.222814725967921	0.25245175650377555	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.222814725967921
TXNDC15	TXNDC15	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.22249564499561214	0.2950361796155296	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.22249564499561214
JKAMP	JKAMP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.22165363093932366	0.34714703175404943	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22165363093932366
FKTN	FKTN	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.37347757853302116	0.22081558226185782	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22081558226185782
MBOAT2	MBOAT2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5687370742611426	0.2203425427523802	4	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2203425427523802
SCAPER	SCAPER	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7263668009009624	0.22013229226360154	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.22013229226360154
PKP4	PKP4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8475812640307876	0.21952746086750247	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.21952746086750247
KIF3C	KIF3C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4916087270281077	0.2194751915310937	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2194751915310937
OSBPL9	OSBPL9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4487124246236879	0.2193541282402814	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2193541282402814
KIF5A	KIF5A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4018682842741822	0.21926212013926405	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.21926212013926405
BRI3BP	BRI3BP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.24111525843128	0.21899569666533417	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21899569666533417
YPEL5	YPEL5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.32874140388605466	0.21829196492206626	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.21829196492206626
ERLEC1	ERLEC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2181906084078512	0.2425629800648368	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2181906084078512
HMBOX1	HMBOX1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.37591324824244077	0.21810746621214533	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21810746621214533
CBX6	CBX6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4648806258710897	0.21776728401395506	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.21776728401395506
PTDSS1	PTDSS1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3515350318504097	0.21610639065001627	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21610639065001627
YTHDF3	YTHDF3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.39165456034040225	0.2158995105031848	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2158995105031848
GABARAPL1	GABARAPL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5308971688412191	0.21568076047898027	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.21568076047898027
SYT13	SYT13	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.5505031926674228	0.21564541601868498	5	2	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.21564541601868498
CTNNA2	CTNNA2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9800386065797556	0.2149201627951523	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2149201627951523
VPS53	VPS53	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.659595548085455	0.21461587728552933	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21461587728552933
ACACA	ACACA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6856296925124565	0.21439073621133098	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.21439073621133098
SV2A	SV2A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4751523773949696	0.2130174065696295	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.2130174065696295
