gene	target_sources	target_sets	model_terms_supported	best_priority	is_tf_or_regulatory_candidate	n_target_rows	sample_accession	donor_id	present_in_h5	gene_feature_index_0based	gene_feature_id	gene_feature_name	chrom	gene_start	gene_end	n_peaks_total_100kb	n_gene_body_overlap	n_gene_edge_2kb	n_proximal_10kb	n_distal_100kb
GLIS3	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	GSM9558425	H390	True	16232	ENSG00000107249	GLIS3	chr9	4152146	4300068	12	2	0	0	10
GPM6A	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	GSM9558425	H390	True	9242	ENSG00000150625	GPM6A	chr4	175787675	176002664	41	17	0	1	23
GRIN2B	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	high	False	3	GSM9558425	H390	True	21297	ENSG00000273079	GRIN2B	chr12	13980362	13980363	4	0	1	0	3
HES1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558425	H390	True	7751	ENSG00000114315	HES1	chr3	194136147	194136148	4	0	1	2	1
HES5	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558425	H390	True	110	ENSG00000197921	HES5	chr1	2530262	2530263	28	1	2	2	23
HMGA2	developmental_origin_module	deep_neural_progenitor	FatePolarity	medium_high	False	1	GSM9558425	H390	True	22055	ENSG00000149948	HMGA2	chr12	65824130	65825123	4	0	1	0	3
HMGN2	developmental_origin_module	shared_postmitotic_granule_maturation	EpigenomicCompatibility	medium	False	1	GSM9558425	H390	True	601	ENSG00000198830	HMGN2	chr1	26472439	26472515	20	1	1	1	17
ID1	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	GSM9558425	H390	True	33252	ENSG00000125968	ID1	chr20	31605282	31605289	22	1	1	1	19
ID2	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	GSM9558425	H390	True	3513	ENSG00000115738	ID2	chr2	8678844	8682056	15	2	1	3	9
JAG1	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	GSM9558425	H390	True	33043	ENSG00000101384	JAG1	chr20	10673998	10673999	6	1	0	1	4
KCND2	manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	ConstructionBalance	high	False	2	GSM9558425	H390	True	14171	ENSG00000184408	KCND2	chr7	120273174	120273175	16	1	1	5	9
KCNJ3	manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	ConstructionBalance	high	False	2	GSM9558425	H390	True	5024	ENSG00000162989	KCNJ3	chr2	154697854	154698695	24	2	0	4	18
KCNJ6	manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	ConstructionBalance	high	False	2	GSM9558425	H390	True	34179	ENSG00000157542	KCNJ6	chr21	37916456	38121345	19	5	0	1	13
KCNK1	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	highest	False	3	GSM9558425	H390	True	3198	ENSG00000135750	KCNK1	chr1	233614105	233614106	38	1	2	2	33
KCNMB4	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558425	H390	True	22113	ENSG00000135643	KCNMB4	chr12	70366289	70366290	11	1	1	1	8
KIAA1143	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	6351	ENSG00000163807	KIAA1143	chr3	44761618	44761619	7	1	0	0	6
KIAA1328	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	30460	ENSG00000150477	KIAA1328	chr18	36829126	37066866	6	3	0	0	3
L1CAM	developmental_origin_module;niche_circuit_module	downstream_neurite_morphology;downstream_neurite_synapse_construction	ConstructionBalance;EpigenomicCompatibility	high	False	2	GSM9558425	H390	True	36380	ENSG00000198910	L1CAM	chrX	153875846	153886173	37	2	1	0	34
LEF1	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	3	GSM9558425	H390	True	8752	ENSG00000138795	LEF1	chr4	108166300	108168956	1	0	0	1	0
LHX2	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	3	GSM9558425	H390	True	17160	ENSG00000106689	LHX2	chr9	124011767	124011768	4	1	1	0	2
MAP1B	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	ConstructionBalance;EpigenomicCompatibility	high	False	3	GSM9558425	H390	True	9979	ENSG00000131711	MAP1B	chr5	72107474	72107475	35	1	1	3	30
MAP3K13	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558425	H390	True	7657	ENSG00000073803	MAP3K13	chr3	185282940	185363136	15	4	1	1	9
MAPK14	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558425	H390	True	11849	ENSG00000112062	MAPK14	chr6	36027676	36028158	14	1	0	2	11
MAPKAP1	manuscript_candidate_tier	Tier 3 broad both-screen mechanism support	ConstructionBalance	medium_high	False	1	GSM9558425	H390	True	17186	ENSG00000119487	MAPKAP1	chr9	125672642	125707234	8	1	0	0	7
MEIS1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558425	H390	True	4111	ENSG00000143995	MEIS1	chr2	66435124	66439321	22	3	1	5	13
MIR124-1HG	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	False							0	0	0	0	0
MSI1	developmental_origin_module	deep_neural_progenitor	FatePolarity	medium_high	False	1	GSM9558425	H390	True	22641	ENSG00000135097	MSI1	chr12	120369163	120369164	19	1	0	2	16
MYCN	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558425	H390	True	3595	ENSG00000134323	MYCN	chr2	15940549	15940566	8	0	1	1	6
NCAM1	developmental_origin_module;niche_circuit_module	downstream_neurite_morphology;downstream_neurite_synapse_construction	ConstructionBalance;EpigenomicCompatibility	high	False	2	GSM9558425	H390	True	20626	ENSG00000149294	NCAM1	chr11	112961246	112961480	12	1	1	1	9
NES	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	False	2	GSM9558425	H390	True	2203	ENSG00000132688	NES	chr1	156677406	156677407	32	0	1	3	28
NEUROD1	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	EpigenomicCompatibility;FatePolarity	high	True	3	GSM9558425	H390	True	5262	ENSG00000162992	NEUROD1	chr2	181680875	181680876	34	1	0	7	26
NEUROD2	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	GSM9558425	H390	True	29003	ENSG00000171532	NEUROD2	chr17	39607919	39607920	24	1	1	4	18
NFIA	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	GSM9558425	H390	True	1200	ENSG00000162599	NFIA	chr1	60865258	61404076	83	76	0	1	6
NFIB	manuscript_candidate_tier	Tier 1 core convergent program	ConstructionBalance	highest	True	1	GSM9558425	H390	True	16303	ENSG00000147862	NFIB	chr9	14180791	14398983	47	30	1	2	14
NOTCH1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	False	2	GSM9558425	H390	True	17435	ENSG00000148400	NOTCH1	chr9	136546047	136546048	21	1	1	1	18
NOTCH2	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	GSM9558425	H390	True	1796	ENSG00000134250	NOTCH2	chr1	120051713	120069662	1	0	0	0	1
NRP1	niche_circuit_module	downstream_neurite_morphology	ConstructionBalance	high	False	1	GSM9558425	H390	True	17856	ENSG00000099250	NRP1	chr10	33334381	33336262	1	0	0	1	0
NRXN1	niche_circuit_module	downstream_neurite_morphology	ConstructionBalance	high	False	1	GSM9558425	H390	True	3983	ENSG00000179915	NRXN1	chr2	49973938	51032561	106	97	1	1	7
OTX2	developmental_origin_module	anterior_telencephalic_pattern	FatePolarity	medium_high	True	1	GSM9558425	H390	True	24306	ENSG00000165588	OTX2	chr14	56805647	56816693	18	4	0	2	12
PAX2	developmental_origin_module	hindbrain_rhombic_lip_pattern	FatePolarity	medium_high	False	1	GSM9558425	H390	True	18529	ENSG00000075891	PAX2	chr10	100745710	100746220	10	1	0	2	7
PAX5	developmental_origin_module	hindbrain_rhombic_lip_pattern	FatePolarity	medium_high	False	1	GSM9558425	H390	True	16537	ENSG00000196092	PAX5	chr9	37025747	37034268	10	3	1	1	5
PAX6	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;cerebellar_fate_rhombic_lip_shh;deep_neural_progenitor	FatePolarity	high	True	3	GSM9558425	H390	True	19444	ENSG00000007372	PAX6	chr11	31804045	31817961	33	6	1	4	22
PAX8	developmental_origin_module	hindbrain_rhombic_lip_pattern	FatePolarity	medium_high	False	1	GSM9558425	H390	True	4736	ENSG00000125618	PAX8	chr2	113241778	113278921	10	0	1	3	6
PLXNA2	niche_circuit_module	downstream_neurite_morphology	ConstructionBalance	high	False	1	GSM9558425	H390	True	2882	ENSG00000076356	PLXNA2	chr1	208244383	208244384	35	1	2	4	28
PLXNA4	niche_circuit_module	downstream_neurite_morphology	ConstructionBalance	high	False	1	GSM9558425	H390	True	14300	ENSG00000221866	PLXNA4	chr7	132576469	132648688	15	4	1	2	8
POT1	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	14210	ENSG00000128513	POT1	chr7	124929800	124929983	4	1	1	0	2
PPP3CA	manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	ConstructionBalance	high	False	2	GSM9558425	H390	True	8696	ENSG00000138814	PPP3CA	chr4	101346841	101347526	15	1	2	0	12
PROM1	developmental_origin_module	deep_neural_progenitor	FatePolarity	medium_high	False	1	GSM9558425	H390	True	8073	ENSG00000007062	PROM1	chr4	16076117	16084378	12	2	0	0	10
PROX1	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	GSM9558425	H390	True	2964	ENSG00000117707	PROX1	chr1	213987934	213988517	16	1	2	5	8
PTCH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	False	3	GSM9558425	H390	True	16872	ENSG00000185920	PTCH1	chr9	95507198	95517057	22	4	1	2	15
RAB7A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	7111	ENSG00000075785	RAB7A	chr3	128726121	128795359	22	5	0	2	15
RBFOX3	developmental_origin_module	shared_postmitotic_granule_maturation	EpigenomicCompatibility	medium	False	1	GSM9558425	H390	True	29913	ENSG00000167281	RBFOX3	chr17	79235804	79516148	97	48	1	6	42
RFX3	manuscript_candidate_tier	Tier 1 core convergent program	ConstructionBalance	highest	True	1	GSM9558425	H390	True	16228	ENSG00000080298	RFX3	chr9	3395587	3526001	12	10	0	0	2
RFX7	manuscript_candidate_tier	Tier 3 broad both-screen mechanism support	ConstructionBalance	medium_high	True	1	GSM9558425	H390	True	25696	ENSG00000181827	RFX7	chr15	56243265	56243266	5	0	1	2	2
ROBO2	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_neurite_morphology;downstream_neurite_synapse_construction	ConstructionBalance;EpigenomicCompatibility	high	False	3	GSM9558425	H390	True	6740	ENSG00000185008	ROBO2	chr3	75906694	77477410	37	30	0	0	7
RTN1	niche_circuit_module	downstream_neurite_morphology	ConstructionBalance	high	False	1	GSM9558425	H390	True	24339	ENSG00000139970	RTN1	chr14	59630608	59870776	57	30	1	2	24
RTN3	manuscript_candidate_tier;niche_circuit_module	Tier 4 screen-specific mechanism support;downstream_neurite_morphology	ConstructionBalance	high	False	2	GSM9558425	H390	True	19914	ENSG00000133318	RTN3	chr11	63681445	63681573	16	1	1	1	13
SEMA7A	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558425	H390	True	25986	ENSG00000138623	SEMA7A	chr15	74433703	74433958	23	1	0	4	18
SIX3	developmental_origin_module	anterior_telencephalic_pattern	FatePolarity	medium_high	False	1	GSM9558425	H390	True	3927	ENSG00000138083	SIX3	chr2	44941701	44941702	7	1	0	0	6
SLC17A6	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 4 screen-specific mechanism support;downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	high	False	3	GSM9558425	H390	True	19385	ENSG00000091664	SLC17A6	chr11	22338380	22338381	1	0	0	0	1
SLC17A7	developmental_origin_module;niche_circuit_module	downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	high	False	2	GSM9558425	H390	True	32441	ENSG00000104888	SLC17A7	chr19	49441526	49442360	27	1	1	5	20
SNAP25	developmental_origin_module;niche_circuit_module	downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	high	False	2	GSM9558425	H390	True	33037	ENSG00000132639	SNAP25	chr20	10218829	10218833	27	1	2	3	21
SOX1	developmental_origin_module	deep_neural_progenitor	FatePolarity	medium_high	True	1	GSM9558425	H390	True	23631	ENSG00000182968	SOX1	chr13	112067148	112067149	7	1	0	3	3
SOX2	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558425	H390	True	7593	ENSG00000181449	SOX2	chr3	181711924	181711925	11	1	2	2	6
SOX3	developmental_origin_module	deep_neural_progenitor	FatePolarity	medium_high	True	1	GSM9558425	H390	True	36257	ENSG00000134595	SOX3	chrX	140505115	140505116	1	0	1	0	0
STMN2	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	high	False	4	GSM9558425	H390	True	15543	ENSG00000104435	STMN2	chr8	79610813	79611735	16	1	1	2	12
STMN3	developmental_origin_module;niche_circuit_module	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	high	False	3	GSM9558425	H390	True	33812	ENSG00000197457	STMN3	chr20	63652765	63653424	27	1	0	2	24
STXBP1	niche_circuit_module	downstream_synaptic_excitability	ConstructionBalance	high	False	1	GSM9558425	H390	True	17211	ENSG00000136854	STXBP1	chr9	127579369	127612361	41	6	1	3	31
STXBP5L	manuscript_candidate_tier;niche_circuit_module	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	ConstructionBalance	high	False	2	GSM9558425	H390	True	7002	ENSG00000145087	STXBP5L	chr3	120908071	120908314	13	1	0	0	12
SYNPR	niche_circuit_module	downstream_synaptic_excitability	ConstructionBalance	high	False	1	GSM9558425	H390	True	6650	ENSG00000163630	SYNPR	chr3	63278307	63443337	26	17	1	0	8
SYT1	developmental_origin_module;niche_circuit_module	downstream_neurite_synapse_construction;downstream_synaptic_excitability	ConstructionBalance;EpigenomicCompatibility	high	False	2	GSM9558425	H390	True	22185	ENSG00000067715	SYT1	chr12	78863992	79045631	32	20	0	1	11
TBR1	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	3	GSM9558425	H390	True	5072	ENSG00000136535	TBR1	chr2	161416296	161417895	10	0	2	2	6
TCF4	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	True	1	GSM9558425	H390	True	30583	ENSG00000196628	TCF4	chr18	55302625	55636027	65	51	1	1	12
TCF7L2	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	3	GSM9558425	H390	True	18666	ENSG00000148737	TCF7L2	chr10	112950246	112950757	2	1	0	0	1
TMEM178A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	3883	ENSG00000152154	TMEM178A	chr2	39665916	39665967	35	0	1	3	31
TP53I11	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	19554	ENSG00000175274	TP53I11	chr11	44938334	44951306	46	5	1	2	38
TUBA1A	manuscript_candidate_tier	Tier 3 broad both-screen mechanism support	ConstructionBalance	medium_high	False	1	GSM9558425	H390	True	21658	ENSG00000167552	TUBA1A	chr12	49186863	49189080	26	2	1	1	22
TUBA1B	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558425	H390	True	21656	ENSG00000123416	TUBA1B	chr12	49131394	49131395	23	1	1	1	20
TUBB	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	11643	ENSG00000196230	TUBB	chr6	30720351	30721699	15	2	1	2	10
TUBB3	developmental_origin_module;niche_circuit_module	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	EpigenomicCompatibility;NicheSignal	high	False	2	GSM9558425	H390	True	28069	ENSG00000258947	TUBB3	chr16	89921850	89923366	29	1	0	4	24
VIM	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	False	2	GSM9558425	H390	True	17718	ENSG00000026025	VIM	chr10	17229277	17229278	7	0	2	1	4
WNT1	developmental_origin_module	hindbrain_rhombic_lip_pattern	FatePolarity	medium_high	False	1	GSM9558425	H390	True	21646	ENSG00000125084	WNT1	chr12	48978321	48978453	23	1	0	3	19
WNT3A	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	3	GSM9558425	H390	True	3111	ENSG00000154342	WNT3A	chr1	228006997	228006998	7	0	0	0	7
WNT5A	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	GSM9558425	H390	True	6593	ENSG00000114251	WNT5A	chr3	55481392	55489945	5	2	0	0	3
WNT7A	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	False	4	GSM9558425	H390	True	6085	ENSG00000154764	WNT7A	chr3	13880070	13880071	9	1	1	1	6
ZBTB20	developmental_origin_module;niche_circuit_module	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	3	GSM9558425	H390	True	6945	ENSG00000181722	ZBTB20	chr3	114383640	115147271	75	65	0	2	8
ZIC1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558425	H390	True	7297	ENSG00000152977	ZIC1	chr3	147409364	147409365	36	1	0	4	31
ZIC2	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558425	H390	True	23524	ENSG00000043355	ZIC2	chr13	99981783	99981784	30	1	1	6	22
ZIC3	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558425	H390	True	36246	ENSG00000156925	ZIC3	chrX	137566126	137566518	6	1	0	1	4
ZNF148	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	7051	ENSG00000163848	ZNF148	chr3	125375248	125375354	7	1	0	0	6
ZNF260	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	31934	ENSG00000254004	ZNF260	chr19	36525298	36528271	5	1	0	0	4
ZNF277	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	14116	ENSG00000198839	ZNF277	chr7	112206694	112206701	19	1	0	0	18
ZNF280D	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	25704	ENSG00000137871	ZNF280D	chr15	56733493	56734086	5	1	0	0	4
ZNF281	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	2717	ENSG00000162702	ZNF281	chr1	200409991	200410056	5	1	0	0	4
ZNF292	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	12282	ENSG00000188994	ZNF292	chr6	87152832	87155581	9	1	1	0	7
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	22	2	0	1	19
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	10	1	0	0	9
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	11	1	0	0	10
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	33	1	1	1	30
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	27	1	0	0	26
ZNF780A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	32067	ENSG00000197782	ZNF780A	chr19	40090234	40090938	6	1	0	0	5
ZNF800	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	14220	ENSG00000048405	ZNF800	chr7	127392365	127392708	2	1	0	0	1
ZNF821	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	27729	ENSG00000102984	ZNF821	chr16	71883508	71884204	14	1	1	1	11
ZNF827	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558425	H390	True	9013	ENSG00000151612	ZNF827	chr4	145938421	145938823	19	1	2	2	14
