dataset	cell_id	species	region	platform	curated_group	developmental_stage	postnatal_day	Leiden	louvain	nGene	nCounts	percent_mito	count_matrix_present	gene_identifier_status	promotion_status	source_note	geo_accession	title	maturation_state	activity_state	timepoint	cell_state	cell_type	sex	mouseid	treatment	projection_label	quality_control
GSE214309	X100119_211	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603793	matureactive, 4hr, X100119_211	mature	active	4hr	matureactive	dentate granule cell	F	121			
GSE214309	X100119_213	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603794	matureactive, 4hr, X100119_213	mature	active	4hr	matureactive	dentate granule cell	F	121			
GSE214309	X100119_214	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603795	matureactive, 4hr, X100119_214	mature	active	4hr	matureactive	dentate granule cell	F	121			
GSE214309	X100119_215	mouse	dentate_gyrus	snRNA-seq	immature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603796	immatureactive, 4hr, X100119_215	immature	active	4hr	immatureactive	dentate granule cell	M	113			
GSE214309	X100119_218	mouse	dentate_gyrus	snRNA-seq	immature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603797	immatureactive, 4hr, X100119_218	immature	active	4hr	immatureactive	dentate granule cell	M	113			
GSE214309	X100119_22	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603798	mature, 4hr, X100119_22	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	110			
GSE214309	X100119_222	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603799	immature, 4hr, X100119_222	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	123			
GSE214309	X100119_227	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603800	matureactive, 4hr, X100119_227	mature	active	4hr	matureactive	dentate granule cell	F	121			
GSE214309	X100119_228	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603801	matureactive, 4hr, X100119_228	mature	active	4hr	matureactive	dentate granule cell	F	121			
GSE214309	X100119_234	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603802	immature, 4hr, X100119_234	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	F	121			
GSE214309	X100119_236	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603803	immature, 4hr, X100119_236	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	123			
GSE214309	X100119_25	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603804	mature, 4hr, X100119_25	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	110			
GSE214309	X100119_27	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603805	mature, 4hr, X100119_27	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	110			
GSE214309	X100119_28	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603806	matureactive, 4hr, X100119_28	mature	active	4hr	matureactive	dentate granule cell	M	123			
GSE214309	X100119_29	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603807	matureactive, 4hr, X100119_29	mature	active	4hr	matureactive	dentate granule cell	M	123			
GSE214309	X100119_31	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603808	matureactive, 4hr, X100119_31	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_33	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603809	matureactive, 4hr, X100119_33	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_34	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603810	matureactive, 4hr, X100119_34	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_35	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603811	matureactive, 4hr, X100119_35	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_36	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603812	matureactive, 4hr, X100119_36	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_37	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603813	matureactive, 4hr, X100119_37	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_38	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603814	matureactive, 4hr, X100119_38	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_40	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603815	matureactive, 4hr, X100119_40	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_41	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603816	matureactive, 4hr, X100119_41	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_46	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603817	matureactive, 4hr, X100119_46	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_47	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603818	matureactive, 4hr, X100119_47	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_48	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603819	matureactive, 4hr, X100119_48	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_49	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603820	matureactive, 4hr, X100119_49	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_51	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603821	matureactive, 4hr, X100119_51	mature	active	4hr	matureactive	dentate granule cell	M	103			
GSE214309	X100119_53	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603822	matureactive, 4hr, X100119_53	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_55	mouse	dentate_gyrus	snRNA-seq	mature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603823	matureactive, 4hr, X100119_55	mature	active	4hr	matureactive	dentate granule cell	M	110			
GSE214309	X100119_61	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603824	immature, 4hr, X100119_61	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_62	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603825	immature, 4hr, X100119_62	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_63	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603826	immature, 4hr, X100119_63	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_64	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603827	immature, 4hr, X100119_64	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_65	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603828	immature, 4hr, X100119_65	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_66	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603829	immature, 4hr, X100119_66	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_67	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603830	immature, 4hr, X100119_67	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_68	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603831	immature, 4hr, X100119_68	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_69	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603832	immature, 4hr, X100119_69	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_70	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603833	immature, 4hr, X100119_70	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_71	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603834	immature, 4hr, X100119_71	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_76	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603835	immature, 4hr, X100119_76	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_77	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603836	immature, 4hr, X100119_77	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_79	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603837	immature, 4hr, X100119_79	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_80	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603838	immature, 4hr, X100119_80	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_81	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603839	immature, 4hr, X100119_81	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	103			
GSE214309	X100119_83	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603840	immature, 4hr, X100119_83	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	M	110			
GSE214309	X100119_89	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603841	mature, 4hr, X100119_89	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	123			
GSE214309	X100119_90	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603842	immature, 4hr, X100119_90	immature	inactive_or_unsorted	4hr	immature	dentate granule cell	F	121			
GSE214309	X100119_91	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603843	mature, 4hr, X100119_91	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	F	121			
GSE214309	X100119_92	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603844	mature, 4hr, X100119_92	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	F	121			
GSE214309	X100119_94	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603845	mature, 4hr, X100119_94	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	F	121			
GSE214309	X100119_97	mouse	dentate_gyrus	snRNA-seq	immature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603846	immatureactive, 4hr, X100119_97	immature	active	4hr	immatureactive	dentate granule cell	M	110			
GSE214309	X100119_99	mouse	dentate_gyrus	snRNA-seq	immature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603847	immatureactive, 4hr, X100119_99	immature	active	4hr	immatureactive	dentate granule cell	M	110			
GSE214309	X121119_02	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603848	mature, 4hr, X121119_02	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	134			
GSE214309	X121119_03	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603849	mature, 4hr, X121119_03	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	134			
GSE214309	X121119_04	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603850	mature, 4hr, X121119_04	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	134			
GSE214309	X121119_05	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603851	mature, 4hr, X121119_05	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	134			
GSE214309	X121119_06	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603852	mature, 4hr, X121119_06	mature	inactive_or_unsorted	4hr	mature	dentate granule cell	M	134			
GSE214309	X121119_07	mouse	dentate_gyrus	snRNA-seq	immature_active_4hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603853	immatureactive, 4hr, X121119_07	immature	active	4hr	immatureactive	dentate granule cell	F	138			
