feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
136304	chr4:175890377-175891244	chr4:175890377-175891244	Peaks	chr4	175890377	175891244	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136305	chr4:175891517-175892320	chr4:175891517-175892320	Peaks	chr4	175891517	175892320	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136306	chr4:175896062-175896766	chr4:175896062-175896766	Peaks	chr4	175896062	175896766	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136307	chr4:175906176-175907019	chr4:175906176-175907019	Peaks	chr4	175906176	175907019	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136308	chr4:175927088-175927959	chr4:175927088-175927959	Peaks	chr4	175927088	175927959	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136309	chr4:175944045-175944950	chr4:175944045-175944950	Peaks	chr4	175944045	175944950	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136310	chr4:175946331-175947157	chr4:175946331-175947157	Peaks	chr4	175946331	175947157	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136311	chr4:175961538-175962194	chr4:175961538-175962194	Peaks	chr4	175961538	175962194	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136312	chr4:175970495-175971341	chr4:175970495-175971341	Peaks	chr4	175970495	175971341	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136313	chr4:175971545-175972401	chr4:175971545-175972401	Peaks	chr4	175971545	175972401	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136314	chr4:175988234-175989133	chr4:175988234-175989133	Peaks	chr4	175988234	175989133	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136315	chr4:176000902-176001784	chr4:176000902-176001784	Peaks	chr4	176000902	176001784	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136316	chr4:176001959-176002843	chr4:176001959-176002843	Peaks	chr4	176001959	176002843	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
136317	chr4:176003543-176004348	chr4:176003543-176004348	Peaks	chr4	176003543	176004348	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_edge_2kb	tier1_core_peak
136318	chr4:176034339-176035217	chr4:176034339-176035217	Peaks	chr4	176034339	176035217	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
136319	chr4:176044215-176045050	chr4:176044215-176045050	Peaks	chr4	176044215	176045050	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
136320	chr4:176054652-176055549	chr4:176054652-176055549	Peaks	chr4	176054652	176055549	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
136321	chr4:176059523-176060401	chr4:176059523-176060401	Peaks	chr4	176059523	176060401	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
136322	chr4:176065413-176066340	chr4:176065413-176066340	Peaks	chr4	176065413	176066340	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
136323	chr4:176083553-176084305	chr4:176083553-176084305	Peaks	chr4	176083553	176084305	GPM6A	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
137877	chr5:17118400-17119300	chr5:17118400-17119300	Peaks	chr5	17118400	17119300	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137878	chr5:17132247-17133139	chr5:17132247-17133139	Peaks	chr5	17132247	17133139	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137879	chr5:17189084-17189867	chr5:17189084-17189867	Peaks	chr5	17189084	17189867	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137880	chr5:17203169-17203959	chr5:17203169-17203959	Peaks	chr5	17203169	17203959	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137881	chr5:17204090-17204800	chr5:17204090-17204800	Peaks	chr5	17204090	17204800	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137882	chr5:17215942-17216859	chr5:17215942-17216859	Peaks	chr5	17215942	17216859	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
137883	chr5:17217164-17218032	chr5:17217164-17218032	Peaks	chr5	17217164	17218032	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
137884	chr5:17218629-17219412	chr5:17218629-17219412	Peaks	chr5	17218629	17219412	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_edge_2kb	high_priority_promoter_gene_peak
137885	chr5:17224769-17225618	chr5:17224769-17225618	Peaks	chr5	17224769	17225618	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
137886	chr5:17229060-17229886	chr5:17229060-17229886	Peaks	chr5	17229060	17229886	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137887	chr5:17241290-17242060	chr5:17241290-17242060	Peaks	chr5	17241290	17242060	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137888	chr5:17255323-17256265	chr5:17255323-17256265	Peaks	chr5	17255323	17256265	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137889	chr5:17275096-17276007	chr5:17275096-17276007	Peaks	chr5	17275096	17276007	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137890	chr5:17282109-17282898	chr5:17282109-17282898	Peaks	chr5	17282109	17282898	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137891	chr5:17302070-17302906	chr5:17302070-17302906	Peaks	chr5	17302070	17302906	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
137892	chr5:17306098-17306992	chr5:17306098-17306992	Peaks	chr5	17306098	17306992	BASP1	high	ConstructionBalance;EpigenomicCompatibility	Tier 3 broad both-screen mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
138855	chr5:43432192-43433112	chr5:43432192-43433112	Peaks	chr5	43432192	43433112	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
138856	chr5:43438178-43439120	chr5:43438178-43439120	Peaks	chr5	43438178	43439120	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
138857	chr5:43483533-43484306	chr5:43483533-43484306	Peaks	chr5	43483533	43484306	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
138858	chr5:43514710-43515622	chr5:43514710-43515622	Peaks	chr5	43514710	43515622	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
138859	chr5:43556541-43557417	chr5:43556541-43557417	Peaks	chr5	43556541	43557417	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
138860	chr5:43602740-43603618	chr5:43602740-43603618	Peaks	chr5	43602740	43603618	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
138861	chr5:43603852-43604434	chr5:43603852-43604434	Peaks	chr5	43603852	43604434	C5ORF34	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
139891	chr5:72013853-72014720	chr5:72013853-72014720	Peaks	chr5	72013853	72014720	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139892	chr5:72014862-72015664	chr5:72014862-72015664	Peaks	chr5	72014862	72015664	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139893	chr5:72036848-72037630	chr5:72036848-72037630	Peaks	chr5	72036848	72037630	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139894	chr5:72072232-72073008	chr5:72072232-72073008	Peaks	chr5	72072232	72073008	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139895	chr5:72079152-72079939	chr5:72079152-72079939	Peaks	chr5	72079152	72079939	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139896	chr5:72106844-72107701	chr5:72106844-72107701	Peaks	chr5	72106844	72107701	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
139897	chr5:72108209-72109099	chr5:72108209-72109099	Peaks	chr5	72108209	72109099	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_edge_2kb	high_priority_promoter_gene_peak
139898	chr5:72109679-72110131	chr5:72109679-72110131	Peaks	chr5	72109679	72110131	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
139899	chr5:72110271-72111129	chr5:72110271-72111129	Peaks	chr5	72110271	72111129	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
139900	chr5:72112253-72113165	chr5:72112253-72113165	Peaks	chr5	72112253	72113165	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
139901	chr5:72134184-72135110	chr5:72134184-72135110	Peaks	chr5	72134184	72135110	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139902	chr5:72144528-72145417	chr5:72144528-72145417	Peaks	chr5	72144528	72145417	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139903	chr5:72149356-72150187	chr5:72149356-72150187	Peaks	chr5	72149356	72150187	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139904	chr5:72156816-72157599	chr5:72156816-72157599	Peaks	chr5	72156816	72157599	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139905	chr5:72166331-72167160	chr5:72166331-72167160	Peaks	chr5	72166331	72167160	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139906	chr5:72179247-72180023	chr5:72179247-72180023	Peaks	chr5	72179247	72180023	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
139907	chr5:72191086-72191938	chr5:72191086-72191938	Peaks	chr5	72191086	72191938	MAP1B	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143692	chr5:147369522-147370404	chr5:147369522-147370404	Peaks	chr5	147369522	147370404	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143693	chr5:147382552-147383495	chr5:147382552-147383495	Peaks	chr5	147382552	147383495	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143694	chr5:147395870-147396643	chr5:147395870-147396643	Peaks	chr5	147395870	147396643	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143695	chr5:147403764-147404675	chr5:147403764-147404675	Peaks	chr5	147403764	147404675	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143696	chr5:147406801-147407674	chr5:147406801-147407674	Peaks	chr5	147406801	147407674	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143697	chr5:147417040-147417856	chr5:147417040-147417856	Peaks	chr5	147417040	147417856	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143698	chr5:147436886-147437759	chr5:147436886-147437759	Peaks	chr5	147436886	147437759	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143699	chr5:147444737-147445495	chr5:147444737-147445495	Peaks	chr5	147444737	147445495	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
143700	chr5:147445890-147446665	chr5:147445890-147446665	Peaks	chr5	147445890	147446665	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	proximal_10kb	proximal_peak
143701	chr5:147453600-147454398	chr5:147453600-147454398	Peaks	chr5	147453600	147454398	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
143702	chr5:147455962-147456869	chr5:147455962-147456869	Peaks	chr5	147455962	147456869	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
143703	chr5:147466275-147467192	chr5:147466275-147467192	Peaks	chr5	147466275	147467192	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
143704	chr5:147483778-147484696	chr5:147483778-147484696	Peaks	chr5	147483778	147484696	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
143705	chr5:147509572-147510397	chr5:147509572-147510397	Peaks	chr5	147509572	147510397	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	gene_body_overlap	high_priority_promoter_gene_peak
143706	chr5:147553890-147554760	chr5:147553890-147554760	Peaks	chr5	147553890	147554760	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143707	chr5:147558554-147559366	chr5:147558554-147559366	Peaks	chr5	147558554	147559366	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143708	chr5:147576685-147577518	chr5:147576685-147577518	Peaks	chr5	147576685	147577518	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143709	chr5:147578171-147579039	chr5:147578171-147579039	Peaks	chr5	147578171	147579039	DPYSL3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction	distal_100kb	distal_context_peak
143879	chr5:150189882-150190585	chr5:150189882-150190585	Peaks	chr5	150189882	150190585	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143880	chr5:150192201-150193102	chr5:150192201-150193102	Peaks	chr5	150192201	150193102	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143881	chr5:150217882-150218775	chr5:150217882-150218775	Peaks	chr5	150217882	150218775	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143882	chr5:150218941-150219676	chr5:150218941-150219676	Peaks	chr5	150218941	150219676	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143883	chr5:150257940-150258674	chr5:150257940-150258674	Peaks	chr5	150257940	150258674	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143884	chr5:150272419-150273257	chr5:150272419-150273257	Peaks	chr5	150272419	150273257	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143885	chr5:150278227-150279110	chr5:150278227-150279110	Peaks	chr5	150278227	150279110	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143886	chr5:150289556-150290454	chr5:150289556-150290454	Peaks	chr5	150289556	150290454	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
143887	chr5:150307389-150308295	chr5:150307389-150308295	Peaks	chr5	150307389	150308295	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143888	chr5:150309184-150310126	chr5:150309184-150310126	Peaks	chr5	150309184	150310126	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143889	chr5:150318532-150319351	chr5:150318532-150319351	Peaks	chr5	150318532	150319351	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143890	chr5:150319907-150320779	chr5:150319907-150320779	Peaks	chr5	150319907	150320779	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143891	chr5:150333193-150333983	chr5:150333193-150333983	Peaks	chr5	150333193	150333983	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143892	chr5:150338898-150339677	chr5:150338898-150339677	Peaks	chr5	150338898	150339677	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143893	chr5:150340842-150341706	chr5:150340842-150341706	Peaks	chr5	150340842	150341706	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143894	chr5:150345438-150346362	chr5:150345438-150346362	Peaks	chr5	150345438	150346362	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143895	chr5:150350290-150351156	chr5:150350290-150351156	Peaks	chr5	150350290	150351156	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143896	chr5:150357132-150358039	chr5:150357132-150358039	Peaks	chr5	150357132	150358039	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143897	chr5:150376822-150377680	chr5:150376822-150377680	Peaks	chr5	150376822	150377680	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143898	chr5:150382106-150382849	chr5:150382106-150382849	Peaks	chr5	150382106	150382849	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
143899	chr5:150385978-150386850	chr5:150385978-150386850	Peaks	chr5	150385978	150386850	CAMK2A	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
147180	chr6:30626368-30627287	chr6:30626368-30627287	Peaks	chr6	30626368	30627287	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147181	chr6:30646851-30647662	chr6:30646851-30647662	Peaks	chr6	30646851	30647662	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147182	chr6:30672473-30673406	chr6:30672473-30673406	Peaks	chr6	30672473	30673406	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147183	chr6:30678749-30679628	chr6:30678749-30679628	Peaks	chr6	30678749	30679628	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147184	chr6:30682226-30683095	chr6:30682226-30683095	Peaks	chr6	30682226	30683095	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147185	chr6:30687020-30687575	chr6:30687020-30687575	Peaks	chr6	30687020	30687575	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147186	chr6:30690517-30691409	chr6:30690517-30691409	Peaks	chr6	30690517	30691409	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147187	chr6:30717022-30717927	chr6:30717022-30717927	Peaks	chr6	30717022	30717927	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
147188	chr6:30719770-30720626	chr6:30719770-30720626	Peaks	chr6	30719770	30720626	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
147189	chr6:30721126-30721967	chr6:30721126-30721967	Peaks	chr6	30721126	30721967	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
147190	chr6:30730514-30731430	chr6:30730514-30731430	Peaks	chr6	30730514	30731430	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
147191	chr6:30732322-30733200	chr6:30732322-30733200	Peaks	chr6	30732322	30733200	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147192	chr6:30742343-30743232	chr6:30742343-30743232	Peaks	chr6	30742343	30743232	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147193	chr6:30744018-30744931	chr6:30744018-30744931	Peaks	chr6	30744018	30744931	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147194	chr6:30752128-30753045	chr6:30752128-30753045	Peaks	chr6	30752128	30753045	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147195	chr6:30769042-30769782	chr6:30769042-30769782	Peaks	chr6	30769042	30769782	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147196	chr6:30781513-30782409	chr6:30781513-30782409	Peaks	chr6	30781513	30782409	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147197	chr6:30793394-30794294	chr6:30793394-30794294	Peaks	chr6	30793394	30794294	TUBB	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
147587	chr6:35930881-35931737	chr6:35930881-35931737	Peaks	chr6	35930881	35931737	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
