sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558425	H390	54461	chr11:44857144-44858033	chr11:44857144-44858033	TP53I11	chr11	44857144	44858033	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54462	chr11:44858723-44859494	chr11:44858723-44859494	TP53I11	chr11	44858723	44859494	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54463	chr11:44862142-44862798	chr11:44862142-44862798	TP53I11	chr11	44862142	44862798	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54464	chr11:44862913-44863355	chr11:44862913-44863355	TP53I11	chr11	44862913	44863355	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54465	chr11:44865952-44866738	chr11:44865952-44866738	TP53I11	chr11	44865952	44866738	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54466	chr11:44869273-44870074	chr11:44869273-44870074	TP53I11	chr11	44869273	44870074	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54467	chr11:44874515-44875415	chr11:44874515-44875415	TP53I11	chr11	44874515	44875415	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54468	chr11:44879744-44880519	chr11:44879744-44880519	TP53I11	chr11	44879744	44880519	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54469	chr11:44892995-44893883	chr11:44892995-44893883	TP53I11	chr11	44892995	44893883	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54470	chr11:44897152-44897972	chr11:44897152-44897972	TP53I11	chr11	44897152	44897972	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54471	chr11:44904226-44905152	chr11:44904226-44905152	TP53I11	chr11	44904226	44905152	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54472	chr11:44907696-44908587	chr11:44907696-44908587	TP53I11	chr11	44907696	44908587	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54473	chr11:44911070-44911981	chr11:44911070-44911981	TP53I11	chr11	44911070	44911981	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54474	chr11:44916512-44917145	chr11:44916512-44917145	TP53I11	chr11	44916512	44917145	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54475	chr11:44917508-44918408	chr11:44917508-44918408	TP53I11	chr11	44917508	44918408	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54476	chr11:44923573-44924466	chr11:44923573-44924466	TP53I11	chr11	44923573	44924466	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54477	chr11:44926884-44927791	chr11:44926884-44927791	TP53I11	chr11	44926884	44927791	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54478	chr11:44932592-44933472	chr11:44932592-44933472	TP53I11	chr11	44932592	44933472	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	proximal_10kb	proximal_peak
GSM9558425	H390	54479	chr11:44936245-44937109	chr11:44936245-44937109	TP53I11	chr11	44936245	44937109	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_edge_2kb	gene_edge_peak
GSM9558425	H390	54480	chr11:44939520-44940385	chr11:44939520-44940385	TP53I11	chr11	44939520	44940385	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_body_overlap	gene_body_peak
GSM9558425	H390	54481	chr11:44944300-44944665	chr11:44944300-44944665	TP53I11	chr11	44944300	44944665	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_body_overlap	gene_body_peak
GSM9558425	H390	54482	chr11:44946034-44946901	chr11:44946034-44946901	TP53I11	chr11	44946034	44946901	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_body_overlap	gene_body_peak
GSM9558425	H390	54483	chr11:44949118-44949928	chr11:44949118-44949928	TP53I11	chr11	44949118	44949928	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_body_overlap	gene_body_peak
GSM9558425	H390	54484	chr11:44950515-44951413	chr11:44950515-44951413	TP53I11	chr11	44950515	44951413	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	gene_body_overlap	gene_body_peak
GSM9558425	H390	54485	chr11:44958757-44959618	chr11:44958757-44959618	TP53I11	chr11	44958757	44959618	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	proximal_10kb	proximal_peak
GSM9558425	H390	54486	chr11:44962893-44963778	chr11:44962893-44963778	TP53I11	chr11	44962893	44963778	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54487	chr11:44966458-44967228	chr11:44966458-44967228	TP53I11	chr11	44966458	44967228	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54488	chr11:44967419-44968306	chr11:44967419-44968306	TP53I11	chr11	44967419	44968306	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54489	chr11:44972559-44973472	chr11:44972559-44973472	TP53I11	chr11	44972559	44973472	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54490	chr11:44987151-44988064	chr11:44987151-44988064	TP53I11	chr11	44987151	44988064	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54491	chr11:44991905-44992829	chr11:44991905-44992829	TP53I11	chr11	44991905	44992829	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54492	chr11:44994027-44994901	chr11:44994027-44994901	TP53I11	chr11	44994027	44994901	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54493	chr11:44997495-44998335	chr11:44997495-44998335	TP53I11	chr11	44997495	44998335	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54494	chr11:44998893-44999699	chr11:44998893-44999699	TP53I11	chr11	44998893	44999699	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54495	chr11:45026566-45027413	chr11:45026566-45027413	TP53I11	chr11	45026566	45027413	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54496	chr11:45028506-45029347	chr11:45028506-45029347	TP53I11	chr11	45028506	45029347	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54497	chr11:45041344-45042238	chr11:45041344-45042238	TP53I11	chr11	45041344	45042238	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54498	chr11:45044072-45045029	chr11:45044072-45045029	TP53I11	chr11	45044072	45045029	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	54499	chr11:45048737-45049638	chr11:45048737-45049638	TP53I11	chr11	45048737	45049638	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TP53I11	distal_100kb	distal_context_peak
GSM9558425	H390	60323	chr12:49087950-49088862	chr12:49087950-49088862	TUBA1A	chr12	49087950	49088862	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60324	chr12:49089726-49090667	chr12:49089726-49090667	TUBA1A	chr12	49089726	49090667	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60325	chr12:49091778-49092672	chr12:49091778-49092672	TUBA1A	chr12	49091778	49092672	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60326	chr12:49097272-49098086	chr12:49097272-49098086	TUBA1A	chr12	49097272	49098086	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60327	chr12:49110437-49111334	chr12:49110437-49111334	TUBA1A	chr12	49110437	49111334	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60328	chr12:49120857-49121754	chr12:49120857-49121754	TUBA1A	chr12	49120857	49121754	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60329	chr12:49130159-49130938	chr12:49130159-49130938	TUBA1A	chr12	49130159	49130938	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60330	chr12:49131077-49131832	chr12:49131077-49131832	TUBA1A	chr12	49131077	49131832	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60331	chr12:49186963-49187715	chr12:49186963-49187715	TUBA1A	chr12	49186963	49187715	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	gene_body_overlap	gene_body_peak
GSM9558425	H390	60332	chr12:49188710-49189548	chr12:49188710-49189548	TUBA1A	chr12	49188710	49189548	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	gene_body_overlap	gene_body_peak
GSM9558425	H390	60333	chr12:49190250-49191000	chr12:49190250-49191000	TUBA1A	chr12	49190250	49191000	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	gene_edge_2kb	gene_edge_peak
GSM9558425	H390	60334	chr12:49198533-49199405	chr12:49198533-49199405	TUBA1A	chr12	49198533	49199405	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	proximal_10kb	proximal_peak
GSM9558425	H390	60335	chr12:49200880-49201759	chr12:49200880-49201759	TUBA1A	chr12	49200880	49201759	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60336	chr12:49208056-49208786	chr12:49208056-49208786	TUBA1A	chr12	49208056	49208786	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60337	chr12:49208918-49209615	chr12:49208918-49209615	TUBA1A	chr12	49208918	49209615	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60338	chr12:49214760-49215629	chr12:49214760-49215629	TUBA1A	chr12	49214760	49215629	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60339	chr12:49227441-49228334	chr12:49227441-49228334	TUBA1A	chr12	49227441	49228334	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60340	chr12:49231715-49232561	chr12:49231715-49232561	TUBA1A	chr12	49231715	49232561	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60341	chr12:49233566-49234144	chr12:49233566-49234144	TUBA1A	chr12	49233566	49234144	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60342	chr12:49234258-49235002	chr12:49234258-49235002	TUBA1A	chr12	49234258	49235002	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60343	chr12:49235143-49235576	chr12:49235143-49235576	TUBA1A	chr12	49235143	49235576	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60344	chr12:49264393-49265273	chr12:49264393-49265273	TUBA1A	chr12	49264393	49265273	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60345	chr12:49269038-49269935	chr12:49269038-49269935	TUBA1A	chr12	49269038	49269935	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60346	chr12:49277165-49277987	chr12:49277165-49277987	TUBA1A	chr12	49277165	49277987	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60347	chr12:49279358-49280264	chr12:49279358-49280264	TUBA1A	chr12	49279358	49280264	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60348	chr12:49288045-49288947	chr12:49288045-49288947	TUBA1A	chr12	49288045	49288947	medium_high	ConstructionBalance	Tier 3 broad both-screen mechanism support	Peaks	TUBA1A	distal_100kb	distal_context_peak
GSM9558425	H390	60317	chr12:49038343-49039228	chr12:49038343-49039228	TUBA1B	chr12	49038343	49039228	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60318	chr12:49041550-49042437	chr12:49041550-49042437	TUBA1B	chr12	49041550	49042437	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60319	chr12:49055714-49056620	chr12:49055714-49056620	TUBA1B	chr12	49055714	49056620	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60320	chr12:49060402-49061299	chr12:49060402-49061299	TUBA1B	chr12	49060402	49061299	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60321	chr12:49063640-49064545	chr12:49063640-49064545	TUBA1B	chr12	49063640	49064545	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60322	chr12:49069573-49070452	chr12:49069573-49070452	TUBA1B	chr12	49069573	49070452	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60323	chr12:49087950-49088862	chr12:49087950-49088862	TUBA1B	chr12	49087950	49088862	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60324	chr12:49089726-49090667	chr12:49089726-49090667	TUBA1B	chr12	49089726	49090667	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60325	chr12:49091778-49092672	chr12:49091778-49092672	TUBA1B	chr12	49091778	49092672	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60326	chr12:49097272-49098086	chr12:49097272-49098086	TUBA1B	chr12	49097272	49098086	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60327	chr12:49110437-49111334	chr12:49110437-49111334	TUBA1B	chr12	49110437	49111334	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60328	chr12:49120857-49121754	chr12:49120857-49121754	TUBA1B	chr12	49120857	49121754	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	proximal_10kb	proximal_peak
GSM9558425	H390	60329	chr12:49130159-49130938	chr12:49130159-49130938	TUBA1B	chr12	49130159	49130938	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	gene_edge_2kb	gene_edge_peak
GSM9558425	H390	60330	chr12:49131077-49131832	chr12:49131077-49131832	TUBA1B	chr12	49131077	49131832	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	gene_body_overlap	gene_body_peak
GSM9558425	H390	60331	chr12:49186963-49187715	chr12:49186963-49187715	TUBA1B	chr12	49186963	49187715	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60332	chr12:49188710-49189548	chr12:49188710-49189548	TUBA1B	chr12	49188710	49189548	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60333	chr12:49190250-49191000	chr12:49190250-49191000	TUBA1B	chr12	49190250	49191000	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60334	chr12:49198533-49199405	chr12:49198533-49199405	TUBA1B	chr12	49198533	49199405	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60335	chr12:49200880-49201759	chr12:49200880-49201759	TUBA1B	chr12	49200880	49201759	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60336	chr12:49208056-49208786	chr12:49208056-49208786	TUBA1B	chr12	49208056	49208786	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60337	chr12:49208918-49209615	chr12:49208918-49209615	TUBA1B	chr12	49208918	49209615	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60338	chr12:49214760-49215629	chr12:49214760-49215629	TUBA1B	chr12	49214760	49215629	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	60339	chr12:49227441-49228334	chr12:49227441-49228334	TUBA1B	chr12	49227441	49228334	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	TUBA1B	distal_100kb	distal_context_peak
GSM9558425	H390	128100	chr6:30626374-30627286	chr6:30626374-30627286	TUBB	chr6	30626374	30627286	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128101	chr6:30646744-30647572	chr6:30646744-30647572	TUBB	chr6	30646744	30647572	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128102	chr6:30672580-30673480	chr6:30672580-30673480	TUBB	chr6	30672580	30673480	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128103	chr6:30678776-30679639	chr6:30678776-30679639	TUBB	chr6	30678776	30679639	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128104	chr6:30686873-30687596	chr6:30686873-30687596	TUBB	chr6	30686873	30687596	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128105	chr6:30690496-30691393	chr6:30690496-30691393	TUBB	chr6	30690496	30691393	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128106	chr6:30717024-30717929	chr6:30717024-30717929	TUBB	chr6	30717024	30717929	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	proximal_10kb	proximal_peak
GSM9558425	H390	128107	chr6:30719786-30720635	chr6:30719786-30720635	TUBB	chr6	30719786	30720635	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	gene_body_overlap	gene_body_peak
GSM9558425	H390	128108	chr6:30721107-30721941	chr6:30721107-30721941	TUBB	chr6	30721107	30721941	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	gene_body_overlap	gene_body_peak
GSM9558425	H390	128109	chr6:30722471-30723211	chr6:30722471-30723211	TUBB	chr6	30722471	30723211	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	gene_edge_2kb	gene_edge_peak
GSM9558425	H390	128110	chr6:30730510-30731389	chr6:30730510-30731389	TUBB	chr6	30730510	30731389	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	proximal_10kb	proximal_peak
GSM9558425	H390	128111	chr6:30742350-30743260	chr6:30742350-30743260	TUBB	chr6	30742350	30743260	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128112	chr6:30752146-30753051	chr6:30752146-30753051	TUBB	chr6	30752146	30753051	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128113	chr6:30763962-30764848	chr6:30763962-30764848	TUBB	chr6	30763962	30764848	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	128114	chr6:30781521-30782437	chr6:30781521-30782437	TUBB	chr6	30781521	30782437	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Peaks	TUBB	distal_100kb	distal_context_peak
GSM9558425	H390	79108	chr16:89827938-89828803	chr16:89827938-89828803	TUBB3	chr16	89827938	89828803	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79109	chr16:89847308-89848025	chr16:89847308-89848025	TUBB3	chr16	89847308	89848025	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79110	chr16:89851397-89852208	chr16:89851397-89852208	TUBB3	chr16	89851397	89852208	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79111	chr16:89853376-89854295	chr16:89853376-89854295	TUBB3	chr16	89853376	89854295	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79112	chr16:89858017-89858872	chr16:89858017-89858872	TUBB3	chr16	89858017	89858872	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79113	chr16:89860546-89861441	chr16:89860546-89861441	TUBB3	chr16	89860546	89861441	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79114	chr16:89863354-89864267	chr16:89863354-89864267	TUBB3	chr16	89863354	89864267	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79115	chr16:89873750-89874488	chr16:89873750-89874488	TUBB3	chr16	89873750	89874488	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79116	chr16:89893554-89894431	chr16:89893554-89894431	TUBB3	chr16	89893554	89894431	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79117	chr16:89898279-89899179	chr16:89898279-89899179	TUBB3	chr16	89898279	89899179	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79118	chr16:89909971-89910815	chr16:89909971-89910815	TUBB3	chr16	89909971	89910815	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79119	chr16:89915663-89916566	chr16:89915663-89916566	TUBB3	chr16	89915663	89916566	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	proximal_10kb	proximal_peak
GSM9558425	H390	79120	chr16:89917642-89918508	chr16:89917642-89918508	TUBB3	chr16	89917642	89918508	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	proximal_10kb	proximal_peak
GSM9558425	H390	79121	chr16:89918780-89919622	chr16:89918780-89919622	TUBB3	chr16	89918780	89919622	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	proximal_10kb	proximal_peak
GSM9558425	H390	79122	chr16:89922816-89923696	chr16:89922816-89923696	TUBB3	chr16	89922816	89923696	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	79123	chr16:89925799-89926716	chr16:89925799-89926716	TUBB3	chr16	89925799	89926716	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	proximal_10kb	proximal_peak
GSM9558425	H390	79124	chr16:89937639-89938513	chr16:89937639-89938513	TUBB3	chr16	89937639	89938513	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
